transaction_id,user_id,city,transaction_date,amount,payment_app,transaction_type,device_type,is_fraud
TXN102312,USER3586,Kolkata,2024-04-29 13:26:48,3729.71,Paytm,P2P,Web,0
TXN102313,USER2806,Lucknow,2024-02-22 04:46:29,1364.8,Amazon Pay,P2M,Web,0
TXN102314,USER1027,Mumbai,2024-09-08 11:03:43,1138.98,BHIM,Recharge,iOS,0
TXN102315,USER1559,Lucknow,2024-10-04 12:37:14,68.46,BHIM,Bill Payment,Web,0
TXN102316,USER1078,Kolkata,2024-11-17 14:39:59,4137.76,Amazon Pay,Recharge,iOS,0
TXN102317,USER7911,Pune,2024-08-30 15:20:40,1439.56,BHIM,Bill Payment,Android,0
TXN102318,USER6838,Kolkata,2024-01-15 21:48:33,2340.02,Paytm,Recharge,Android,0
TXN102319,USER2829,Lucknow,2024-06-16 02:50:23,1271.65,BHIM,Bill Payment,Android,0
TXN102320,USER7182,Chennai,2024-10-17 13:18:42,203.07,BHIM,P2M,Web,0
TXN102321,USER4032,Hyderabad,2024-12-26 23:11:08,1990.67,PhonePe,Bill Payment,Web,0
TXN102322,USER4299,Kolkata,2024-08-29 01:33:59,179.3,PhonePe,Bill Payment,iOS,0
TXN102323,USER3228,Lucknow,2024-03-25 17:57:46,449.94,BHIM,Bill Payment,Android,0
TXN102324,USER4506,Chennai,2024-10-25 13:23:46,476.01,Google Pay,P2P,iOS,0
TXN102325,USER9303,Kolkata,2024-08-31 15:41:28,2566.76,BHIM,Bill Payment,Android,0
TXN102326,USER6358,Ahmedabad,2024-09-09 09:30:27,7458.0,PhonePe,Bill Payment,Android,0
TXN102327,USER6196,Lucknow,2024-03-02 04:57:58,2409.38,Google Pay,P2M,Android,0
TXN102328,USER5636,Chennai,2024-04-23 15:14:22,2272.29,Amazon Pay,Bill Payment,Web,0
TXN102329,USER5087,Bangalore,2024-06-21 16:42:47,37.26,Paytm,P2P,Android,0
TXN102330,USER9172,Hyderabad,2024-11-16 04:17:47,954.88,Amazon Pay,Bill Payment,Web,0
TXN102331,USER7266,Lucknow,2024-08-14 21:35:01,6927.73,Amazon Pay,P2P,iOS,0
TXN102332,USER5860,Jaipur,2024-05-25 08:42:31,3560.65,BHIM,Bill Payment,Android,0
TXN102333,USER9619,Ahmedabad,2024-04-15 21:18:20,1410.59,BHIM,P2P,Android,0
TXN102334,USER5754,Mumbai,2024-09-18 17:02:16,6821.59,Google Pay,P2M,Android,0
TXN102335,USER5250,Bangalore,2024-01-13 04:47:59,5359.57,Paytm,Recharge,Web,0
TXN102336,USER6419,Kolkata,2024-12-27 13:28:01,5473.45,BHIM,P2M,Web,0
TXN102337,USER2301,Lucknow,2024-08-25 01:54:18,479.21,Google Pay,P2M,Android,0
TXN102338,USER6644,Lucknow,2024-11-22 17:04:15,2211.76,BHIM,Bill Payment,Web,0
TXN102339,USER8493,Bangalore,2024-05-27 13:10:58,6174.35,Amazon Pay,P2M,Android,0
TXN102340,USER4833,Ahmedabad,2024-04-03 10:00:59,1891.32,PhonePe,P2M,Web,0
TXN102341,USER5537,Lucknow,2024-05-12 05:55:52,5108.02,BHIM,Recharge,Web,0
TXN102342,USER5723,Bangalore,2024-10-31 15:51:05,1851.3,PhonePe,Bill Payment,iOS,0
TXN102343,USER2263,Delhi,2024-02-27 06:46:38,1217.12,Google Pay,P2M,iOS,0
TXN102344,USER2351,Jaipur,2024-11-20 14:42:59,1930.4,BHIM,Recharge,Android,0
TXN102345,USER1266,Pune,2024-05-13 02:03:54,761.34,Google Pay,P2M,iOS,0
TXN102346,USER9756,Kolkata,2024-04-08 12:52:06,4144.59,Paytm,P2M,Android,0
TXN102347,USER1405,Lucknow,2024-04-11 17:33:58,2682.52,PhonePe,Bill Payment,Android,0
TXN102348,USER6058,Jaipur,2024-10-12 10:28:17,2499.77,PhonePe,P2M,Web,0
TXN102349,USER9702,Chennai,2024-01-13 03:22:01,1080.46,BHIM,P2M,iOS,0
TXN102350,USER2520,Pune,2024-07-31 20:04:00,986.52,Amazon Pay,P2P,Web,0
TXN102351,USER7935,Lucknow,2024-08-13 07:22:47,505.9,Google Pay,Recharge,Web,0
TXN102352,USER3613,Kolkata,2024-11-04 12:31:44,585.52,Paytm,P2P,Web,0
TXN102353,USER2381,Pune,2024-05-01 00:58:35,554.96,BHIM,Recharge,iOS,0
TXN102354,USER4534,Chennai,2024-08-31 13:52:59,1734.82,PhonePe,P2P,Android,0
TXN102355,USER5946,Kolkata,2024-04-20 21:47:23,3086.99,BHIM,P2P,iOS,0
TXN102356,USER4414,Jaipur,2024-06-06 11:44:29,270.6,Paytm,Bill Payment,Android,0
TXN102357,USER1568,Hyderabad,2024-06-12 21:50:55,7383.28,Amazon Pay,Recharge,Web,0
TXN102358,USER6465,Hyderabad,2024-03-12 19:25:18,1337.29,BHIM,Bill Payment,iOS,0
TXN102359,USER8222,Lucknow,2024-06-16 12:20:40,1143.65,Amazon Pay,Bill Payment,iOS,0
TXN102360,USER2125,Jaipur,2024-10-08 20:25:11,211.54,PhonePe,Recharge,Android,0
TXN102361,USER3525,Jaipur,2024-04-29 18:44:34,6324.21,PhonePe,Bill Payment,Web,0
TXN102362,USER4744,Mumbai,2024-03-18 19:10:01,3413.47,Paytm,P2M,Android,0
TXN102363,USER6413,Lucknow,2024-05-03 05:25:47,7053.53,PhonePe,Recharge,Web,0
TXN102364,USER8038,Hyderabad,2024-09-27 19:18:26,1790.57,Paytm,Recharge,iOS,0
TXN102365,USER7337,Hyderabad,2024-06-05 05:47:55,101.8,Amazon Pay,Bill Payment,iOS,0
TXN102366,USER6641,Mumbai,2024-08-01 12:56:52,38.87,Google Pay,P2M,iOS,0
TXN102367,USER9159,Bangalore,2024-09-03 10:52:22,1560.41,Paytm,P2M,Android,0
TXN102368,USER8155,Chennai,2024-08-13 23:29:13,810.05,Google Pay,Recharge,iOS,0
TXN102369,USER1151,Chennai,2024-08-11 06:44:48,6963.67,Amazon Pay,P2P,iOS,0
TXN102370,USER8408,Delhi,2024-11-26 08:03:42,3405.25,Google Pay,P2P,Web,0
TXN102371,USER6162,Bangalore,2024-02-09 15:26:38,4004.87,Paytm,P2M,Android,0
TXN102372,USER7764,Chennai,2024-07-11 00:38:11,699.85,Google Pay,P2M,Web,0
TXN102373,USER5993,Ahmedabad,2024-01-28 22:30:49,342.23,PhonePe,Bill Payment,Android,0
TXN102374,USER7533,Pune,2024-12-24 17:47:17,1306.97,Google Pay,Recharge,Android,0
TXN102375,USER8933,Pune,2024-02-07 13:17:16,781.97,PhonePe,Recharge,Web,0
TXN102376,USER7211,Kolkata,2024-08-15 14:15:22,173.14,Paytm,Recharge,Web,0
TXN102377,USER9970,Bangalore,2024-06-05 00:57:27,676.97,Paytm,Recharge,iOS,0
TXN102378,USER5899,Mumbai,2024-07-07 18:44:31,5349.01,PhonePe,P2M,Android,0
TXN102379,USER2285,Bangalore,2024-12-19 23:16:45,2518.22,Paytm,P2M,Web,0
TXN102380,USER4022,Ahmedabad,2024-01-25 18:09:25,2610.55,PhonePe,P2P,iOS,0
TXN102381,USER5204,Delhi,2024-12-10 12:18:17,3368.53,Amazon Pay,P2P,iOS,0
TXN102382,USER5917,Pune,2024-04-11 03:40:24,368.36,Google Pay,P2M,Web,0
TXN102383,USER1932,Jaipur,2024-05-21 17:35:32,7301.72,Paytm,Bill Payment,iOS,0
TXN102384,USER1565,Lucknow,2024-09-15 19:44:54,5699.54,BHIM,Recharge,Android,0
TXN102385,USER9722,Mumbai,2024-10-16 07:39:57,1697.73,PhonePe,Bill Payment,iOS,0
TXN102386,USER4767,Kolkata,2024-07-03 11:11:14,467.3,Google Pay,P2M,iOS,0
TXN102387,USER8248,Jaipur,2024-06-04 14:26:26,1335.93,Amazon Pay,P2M,Android,0
TXN102388,USER1434,Delhi,2024-01-07 18:06:20,1071.26,Google Pay,Recharge,iOS,0
TXN102389,USER2904,Chennai,2024-12-28 01:05:59,20.02,PhonePe,Recharge,Web,1
TXN102390,USER7156,Kolkata,2024-06-02 21:24:57,51.82,Amazon Pay,Recharge,iOS,0
TXN102391,USER4727,Jaipur,2024-12-22 16:51:09,724.26,Google Pay,Recharge,Web,0
TXN102392,USER4681,Bangalore,2024-06-21 09:59:49,707.76,PhonePe,P2M,Android,0
TXN102393,USER2592,Jaipur,2024-02-29 20:00:08,1130.33,PhonePe,P2P,iOS,0
TXN102394,USER2590,Jaipur,2024-07-26 05:10:15,583.79,PhonePe,Recharge,iOS,0
TXN102395,USER4646,Kolkata,2024-03-13 19:34:38,2082.27,Google Pay,Bill Payment,Android,0
TXN102396,USER7071,Mumbai,2024-01-09 12:34:51,3950.69,PhonePe,P2M,Android,0
TXN102397,USER4099,Kolkata,2024-10-22 10:42:13,9688.5,PhonePe,P2M,Web,0
TXN102398,USER9276,Hyderabad,2024-11-15 14:30:53,2889.93,Amazon Pay,Bill Payment,Android,0
TXN102399,USER1011,Chennai,2024-03-31 04:16:29,62.53,Paytm,P2M,Android,0
TXN102400,USER6413,Kolkata,2024-12-25 19:48:30,1015.51,BHIM,P2P,iOS,0
TXN102401,USER8188,Lucknow,2024-05-24 00:33:44,189.32,BHIM,Recharge,Android,0
TXN102402,USER6285,Lucknow,2024-05-19 02:02:50,137.44,Google Pay,Recharge,Android,0
TXN102403,USER7856,Ahmedabad,2024-11-09 19:33:22,2150.49,BHIM,Bill Payment,Android,0
TXN102404,USER2781,Delhi,2024-12-04 14:04:28,962.48,PhonePe,Recharge,Web,0
TXN102405,USER6949,Mumbai,2024-03-27 14:34:02,2096.85,Amazon Pay,P2M,Web,0
TXN102406,USER8670,Mumbai,2024-01-27 08:47:41,3907.96,BHIM,Recharge,Android,0
TXN102407,USER6267,Pune,2024-08-14 17:26:54,190.85,Amazon Pay,Bill Payment,iOS,0
TXN102408,USER3088,Pune,2024-07-09 23:20:46,994.64,Paytm,P2M,Web,0
TXN102409,USER3591,Ahmedabad,2024-05-21 14:34:34,704.23,PhonePe,P2P,Android,0
TXN102410,USER3861,Hyderabad,2024-02-12 14:06:47,2115.79,PhonePe,Recharge,Web,0
TXN102411,USER7227,Chennai,2024-01-31 21:22:40,952.36,BHIM,Recharge,iOS,0
TXN102412,USER4123,Bangalore,2024-02-14 21:07:48,776.44,Amazon Pay,P2P,Web,0
TXN102413,USER5962,Chennai,2024-08-18 00:59:09,2999.09,PhonePe,P2P,Web,0
TXN102414,USER2976,Delhi,2024-07-19 21:35:01,36.07,Google Pay,P2P,iOS,0
TXN102415,USER5381,Kolkata,2024-08-31 02:03:45,116.75,BHIM,P2P,iOS,0
TXN102416,USER9689,Lucknow,2024-07-11 01:30:52,786.74,BHIM,P2M,iOS,0
TXN102417,USER5138,Pune,2024-12-16 02:05:01,48.93,BHIM,Recharge,Web,0
TXN102418,USER8990,Delhi,2024-03-03 23:08:10,5332.21,BHIM,Bill Payment,Web,0
TXN102419,USER9283,Pune,2024-11-03 13:11:15,288.95,BHIM,P2M,iOS,0
TXN102420,USER6315,Chennai,2024-03-18 03:27:34,232.58,Amazon Pay,Bill Payment,Android,0
TXN102421,USER2286,Mumbai,2024-09-29 07:21:25,467.21,Google Pay,Recharge,iOS,0
TXN102422,USER3478,Chennai,2024-09-12 07:31:26,496.62,BHIM,Recharge,Web,0
TXN102423,USER3291,Kolkata,2024-12-13 16:51:04,1173.78,PhonePe,Bill Payment,iOS,0
TXN102424,USER4491,Ahmedabad,2024-02-16 00:56:32,1087.87,Google Pay,Bill Payment,Web,0
TXN102425,USER6973,Delhi,2024-12-03 02:29:41,4441.16,Google Pay,Bill Payment,Android,0
TXN102426,USER8857,Mumbai,2024-11-10 13:19:00,996.62,PhonePe,P2P,iOS,0
TXN102427,USER4657,Mumbai,2024-08-26 05:11:20,1683.95,BHIM,P2M,iOS,0
TXN102428,USER8867,Chennai,2024-11-03 21:49:02,1547.93,Google Pay,P2P,Android,0
TXN102429,USER6101,Delhi,2024-12-11 23:19:44,4274.96,BHIM,P2M,iOS,0
TXN102430,USER1716,Kolkata,2024-01-27 00:28:31,599.62,Paytm,P2P,Web,0
TXN102431,USER9789,Hyderabad,2024-01-23 19:53:42,4791.32,Amazon Pay,Bill Payment,Web,0
TXN102432,USER4667,Pune,2024-07-17 05:33:30,2761.14,BHIM,Recharge,iOS,0
TXN102433,USER2107,Ahmedabad,2024-10-26 20:53:25,1292.25,Amazon Pay,Bill Payment,Web,0
TXN102434,USER9167,Lucknow,2024-12-07 14:25:52,1157.67,Amazon Pay,P2P,Android,0
TXN102435,USER9967,Hyderabad,2024-04-22 14:03:24,3205.79,Google Pay,P2P,iOS,0
TXN102436,USER8157,Jaipur,2024-11-11 23:16:57,274.57,PhonePe,P2M,Android,0
TXN102437,USER9806,Hyderabad,2024-09-01 11:36:23,6875.3,Google Pay,Bill Payment,iOS,0
TXN102438,USER8021,Delhi,2024-08-04 03:33:23,407.58,Google Pay,Recharge,iOS,0
TXN102439,USER2792,Chennai,2024-01-17 23:14:14,134.43,BHIM,Recharge,iOS,0
TXN102440,USER6281,Hyderabad,2024-08-14 18:28:00,197.23,PhonePe,P2P,Web,0
TXN102441,USER7118,Jaipur,2024-12-12 20:31:45,4563.28,Amazon Pay,P2M,Android,0
TXN102442,USER3840,Chennai,2024-08-15 18:41:50,910.69,Paytm,Bill Payment,Web,0
TXN102443,USER4260,Kolkata,2024-10-02 00:52:25,623.53,Google Pay,Recharge,Android,0
TXN102444,USER9636,Lucknow,2024-02-09 05:44:32,389.7,Google Pay,Bill Payment,Web,0
TXN102445,USER8816,Lucknow,2024-05-23 11:12:04,1852.07,Google Pay,Bill Payment,iOS,0
TXN102446,USER8000,Kolkata,2024-09-25 21:52:23,1332.66,Google Pay,P2P,iOS,0
TXN102447,USER3060,Lucknow,2024-07-08 23:35:54,3002.61,Paytm,P2M,Web,0
TXN102448,USER2799,Hyderabad,2024-11-07 09:52:28,2136.97,PhonePe,Bill Payment,Web,0
TXN102449,USER8611,Pune,2024-12-24 20:17:51,1199.59,BHIM,Bill Payment,Android,0
TXN102450,USER5297,Lucknow,2024-08-31 01:23:28,2079.94,PhonePe,Bill Payment,Web,0
TXN102451,USER6869,Jaipur,2024-01-19 08:07:16,92.21,Paytm,Bill Payment,iOS,0
TXN102452,USER5308,Kolkata,2024-12-26 20:47:35,2692.22,Google Pay,P2P,iOS,0
TXN102453,USER2403,Delhi,2024-03-21 08:09:36,250.22,PhonePe,P2M,Android,0
TXN102454,USER6761,Lucknow,2024-02-28 02:11:43,1279.07,BHIM,P2M,iOS,0
TXN102455,USER1804,Mumbai,2024-10-13 03:11:07,4391.89,Amazon Pay,P2M,iOS,0
TXN102456,USER5238,Ahmedabad,2024-07-07 19:25:03,358.61,PhonePe,P2M,Android,0
TXN102457,USER3093,Bangalore,2024-04-04 19:18:57,1395.93,Google Pay,P2M,iOS,0
TXN102458,USER5554,Bangalore,2024-07-21 23:27:17,177.76,BHIM,Bill Payment,iOS,0
TXN102459,USER8061,Hyderabad,2024-06-05 01:05:02,1135.68,Google Pay,Recharge,iOS,0
TXN102460,USER1679,Jaipur,2024-07-21 05:34:56,380.8,Amazon Pay,P2M,Web,0
TXN102461,USER9509,Hyderabad,2024-06-30 10:41:42,37.47,Amazon Pay,Bill Payment,Web,0
TXN102462,USER8129,Ahmedabad,2024-03-10 18:54:38,8583.18,Paytm,P2M,Web,0
TXN102463,USER6643,Bangalore,2024-08-30 21:59:43,2995.72,BHIM,P2M,Android,0
TXN102464,USER7026,Chennai,2024-10-07 20:05:54,3582.03,Google Pay,Recharge,Web,0
TXN102465,USER5703,Pune,2024-08-10 23:14:52,2562.06,PhonePe,P2P,Web,0
TXN102466,USER3665,Pune,2024-01-04 13:30:57,1048.47,Amazon Pay,Recharge,iOS,0
TXN102467,USER3696,Ahmedabad,2024-03-20 06:29:57,1415.32,Amazon Pay,Recharge,Web,0
TXN102468,USER2140,Hyderabad,2024-10-01 03:09:50,259.36,Google Pay,P2M,Android,0
TXN102469,USER7641,Jaipur,2024-01-16 10:55:09,89.5,PhonePe,P2M,Web,0
TXN102470,USER6765,Mumbai,2024-07-31 04:47:03,3856.64,Google Pay,Bill Payment,Android,0
TXN102471,USER2650,Bangalore,2024-07-15 07:33:35,1770.63,Paytm,Recharge,iOS,0
TXN102472,USER2326,Lucknow,2024-09-26 10:02:06,1390.18,BHIM,P2M,Android,0
TXN102473,USER1388,Kolkata,2024-08-19 19:07:48,658.65,Paytm,Bill Payment,iOS,0
TXN102474,USER9053,Bangalore,2024-12-17 23:02:59,3364.74,BHIM,Recharge,iOS,0
TXN102475,USER9865,Mumbai,2024-11-07 23:56:59,228.91,Paytm,P2P,Android,0
TXN102476,USER9401,Delhi,2024-03-18 18:47:21,2596.23,Paytm,P2P,Web,1
TXN102477,USER4206,Bangalore,2024-11-27 15:38:09,4820.82,BHIM,P2M,Android,0
TXN102478,USER7764,Hyderabad,2024-02-13 14:04:18,211.24,BHIM,Recharge,Android,0
TXN102479,USER7642,Ahmedabad,2024-01-18 05:46:13,1833.59,PhonePe,Bill Payment,Android,0
TXN102480,USER1171,Mumbai,2024-02-20 03:33:38,2070.37,PhonePe,P2M,iOS,0
TXN102481,USER4577,Chennai,2024-07-07 01:07:56,192.79,Google Pay,Recharge,iOS,0
TXN102482,USER9437,Hyderabad,2024-12-09 23:31:55,331.84,Google Pay,P2M,iOS,0
TXN102483,USER2810,Lucknow,2024-03-11 07:56:02,1444.67,Amazon Pay,P2P,iOS,0
TXN102484,USER4030,Delhi,2024-06-28 07:28:03,1876.86,Amazon Pay,Recharge,Android,0
TXN102485,USER1619,Hyderabad,2024-12-08 00:40:07,5302.18,BHIM,P2M,Web,0
TXN102486,USER4596,Hyderabad,2024-05-21 17:24:11,452.45,Paytm,P2M,Android,0
TXN102487,USER8282,Hyderabad,2024-08-23 04:55:45,124.22,Paytm,Recharge,iOS,0
TXN102488,USER6902,Chennai,2024-01-16 07:34:53,2269.71,BHIM,Bill Payment,Android,0
TXN102489,USER4055,Ahmedabad,2024-11-28 22:56:19,483.52,Google Pay,Recharge,iOS,0
TXN102490,USER7373,Kolkata,2024-08-14 07:14:04,65.08,PhonePe,P2M,Web,0
TXN102491,USER3471,Jaipur,2024-11-10 07:08:47,1135.07,Paytm,P2M,Android,0
TXN102492,USER4177,Chennai,2024-02-05 19:27:27,5.93,BHIM,P2P,iOS,0
TXN102493,USER2544,Hyderabad,2024-03-27 04:22:09,4855.69,Amazon Pay,Recharge,iOS,1
TXN102494,USER7961,Jaipur,2024-05-01 20:43:58,8000.02,BHIM,Recharge,iOS,0
TXN102495,USER4005,Delhi,2024-08-11 21:57:39,168.6,PhonePe,Bill Payment,Web,0
TXN102496,USER9027,Delhi,2024-05-08 07:05:30,355.04,Amazon Pay,Recharge,iOS,0
TXN102497,USER3977,Kolkata,2024-08-15 23:56:49,756.84,PhonePe,P2P,Web,0
TXN102498,USER8443,Mumbai,2024-05-06 12:57:46,4441.18,PhonePe,Bill Payment,iOS,0
TXN102499,USER4761,Bangalore,2024-06-14 10:23:23,432.88,PhonePe,P2P,Android,0
TXN102500,USER1533,Ahmedabad,2024-04-05 15:40:41,1188.88,Google Pay,Bill Payment,Android,0
TXN102501,USER3355,Pune,2024-11-29 01:32:19,2359.3,Google Pay,Bill Payment,Web,0
TXN102502,USER5927,Chennai,2024-11-27 19:13:00,1022.43,BHIM,P2M,Web,0
TXN102503,USER1183,Delhi,2024-09-16 23:32:46,87.93,Paytm,P2M,Android,0
TXN102504,USER5722,Delhi,2024-12-12 07:45:12,384.61,PhonePe,Recharge,Android,0
TXN102505,USER6855,Hyderabad,2024-11-23 12:47:42,2796.27,Amazon Pay,Bill Payment,Web,0
TXN102506,USER8813,Chennai,2024-07-29 08:20:08,296.77,Google Pay,P2P,Web,0
TXN102507,USER3686,Chennai,2024-07-09 13:16:14,1573.98,Google Pay,Bill Payment,iOS,0
TXN102508,USER2110,Jaipur,2024-03-07 22:46:21,2254.37,Paytm,P2P,iOS,0
TXN102509,USER2683,Lucknow,2024-07-04 19:57:37,1005.89,PhonePe,Bill Payment,iOS,0
TXN102510,USER8414,Mumbai,2024-09-10 06:23:47,430.04,Google Pay,P2M,iOS,0
TXN102511,USER8726,Pune,2024-05-30 16:16:22,85.83,Paytm,P2P,Web,0
TXN102512,USER9130,Jaipur,2024-12-06 06:16:20,1671.57,BHIM,P2P,iOS,0
TXN102513,USER2080,Jaipur,2024-04-06 13:42:29,2453.93,Google Pay,P2M,Web,0
TXN102514,USER2600,Jaipur,2024-10-21 20:06:42,1074.72,Amazon Pay,P2P,iOS,0
TXN102515,USER4989,Chennai,2024-11-28 17:26:45,1990.98,Paytm,P2M,Android,0
TXN102516,USER7106,Delhi,2024-06-14 10:57:03,5162.39,Google Pay,Bill Payment,iOS,0
TXN102517,USER3721,Jaipur,2024-10-21 18:30:00,745.51,Paytm,P2M,iOS,0
TXN102518,USER4957,Mumbai,2024-11-30 23:39:11,365.05,Paytm,Recharge,iOS,0
TXN102519,USER2500,Delhi,2024-12-17 23:11:28,4017.48,PhonePe,Bill Payment,iOS,0
TXN102520,USER5089,Kolkata,2024-11-25 02:39:57,1829.48,Paytm,Recharge,Web,1
TXN102521,USER1004,Hyderabad,2024-02-03 05:13:02,579.63,Google Pay,Recharge,Android,0
TXN102522,USER4342,Delhi,2024-12-22 09:49:02,191.01,Google Pay,P2P,Android,0
TXN102523,USER1148,Hyderabad,2024-12-23 19:10:57,1520.06,Google Pay,Bill Payment,Web,0
TXN102524,USER8595,Chennai,2024-03-23 21:36:01,93.24,PhonePe,P2P,Android,0
TXN102525,USER3451,Delhi,2024-10-16 22:18:11,1587.31,BHIM,P2M,Android,0
TXN102526,USER6964,Jaipur,2024-07-25 02:12:05,995.26,Amazon Pay,Bill Payment,Web,0
TXN102527,USER9722,Jaipur,2024-01-23 06:17:11,2333.53,Paytm,Bill Payment,iOS,0
TXN102528,USER8883,Ahmedabad,2024-09-09 12:50:21,807.86,Google Pay,Recharge,Web,0
TXN102529,USER5055,Hyderabad,2024-04-19 06:49:43,22.22,Paytm,P2M,iOS,0
TXN102530,USER4139,Ahmedabad,2024-07-24 19:35:43,4158.72,BHIM,P2P,Android,0
TXN102531,USER6637,Bangalore,2024-07-25 03:01:48,3114.96,Amazon Pay,Bill Payment,iOS,0
TXN102532,USER2865,Bangalore,2024-12-18 03:57:35,2052.32,BHIM,Recharge,iOS,0
TXN102533,USER9163,Lucknow,2024-05-19 19:59:39,4184.73,PhonePe,P2M,Web,0
TXN102534,USER2887,Kolkata,2024-04-18 03:15:48,243.95,Paytm,Bill Payment,Android,1
TXN102535,USER7450,Ahmedabad,2024-01-21 13:57:15,70.74,PhonePe,P2P,Android,0
TXN102536,USER2099,Mumbai,2024-07-04 18:56:13,3811.41,BHIM,Bill Payment,Android,0
TXN102537,USER2354,Hyderabad,2024-09-15 01:15:21,2271.87,Amazon Pay,P2P,iOS,0
TXN102538,USER9339,Ahmedabad,2024-09-14 04:11:05,4604.84,Amazon Pay,P2P,iOS,0
TXN102539,USER5105,Bangalore,2024-03-27 16:59:37,259.19,PhonePe,P2P,Android,0
TXN102540,USER3175,Chennai,2024-03-18 17:45:08,1935.33,Paytm,P2M,Web,0
TXN102541,USER6224,Delhi,2024-06-20 08:23:14,3966.87,Amazon Pay,Bill Payment,Android,0
TXN102542,USER5244,Bangalore,2024-09-28 09:36:19,2690.49,Google Pay,P2P,iOS,0
TXN102543,USER6906,Lucknow,2024-10-30 19:19:59,741.66,Amazon Pay,P2P,iOS,0
TXN102544,USER1753,Delhi,2024-10-27 19:37:20,149.18,PhonePe,P2M,iOS,0
TXN102545,USER7827,Hyderabad,2024-12-17 11:43:05,798.26,Google Pay,P2M,Android,0
TXN102546,USER2982,Bangalore,2024-12-02 06:44:36,134.2,BHIM,Recharge,Web,0
TXN102547,USER9633,Chennai,2024-09-27 22:03:44,2531.74,PhonePe,Bill Payment,Web,0
TXN102548,USER4081,Bangalore,2024-08-21 04:20:57,1617.17,PhonePe,Bill Payment,Android,0
TXN102549,USER2653,Lucknow,2024-05-23 10:29:16,384.02,Google Pay,Bill Payment,Android,0
TXN102550,USER2438,Pune,2024-09-02 09:57:27,788.55,BHIM,Bill Payment,Android,0
TXN102551,USER3991,Hyderabad,2024-06-06 22:03:37,666.47,Google Pay,P2P,iOS,0
TXN102552,USER3493,Ahmedabad,2024-04-17 13:39:10,463.23,Paytm,P2P,iOS,0
TXN102553,USER6083,Jaipur,2024-07-16 15:22:22,3606.6,Paytm,P2P,Android,0
TXN102554,USER1689,Ahmedabad,2024-01-24 10:25:50,1436.66,BHIM,Recharge,iOS,0
TXN102555,USER5381,Ahmedabad,2024-01-01 13:46:21,16.24,Amazon Pay,Bill Payment,Android,0
TXN102556,USER9631,Lucknow,2024-12-14 19:27:23,968.28,BHIM,Recharge,Android,0
TXN102557,USER2361,Kolkata,2024-06-10 18:23:18,695.97,Amazon Pay,P2P,iOS,0
TXN102558,USER9367,Kolkata,2024-05-28 07:05:11,5371.38,PhonePe,Bill Payment,iOS,0
TXN102559,USER1305,Chennai,2024-03-30 14:19:02,4934.36,Paytm,P2P,Web,0
TXN102560,USER8933,Mumbai,2024-06-21 21:47:17,621.39,Paytm,P2P,Web,0
TXN102561,USER9368,Kolkata,2024-08-18 15:13:32,1976.29,BHIM,P2M,iOS,0
TXN102562,USER1750,Kolkata,2024-12-22 23:53:02,1242.62,PhonePe,Bill Payment,Web,0
TXN102563,USER3530,Jaipur,2024-09-18 11:06:42,1394.36,Paytm,Recharge,iOS,0
TXN102564,USER1511,Pune,2024-07-29 10:30:50,518.0,Paytm,Recharge,Android,0
TXN102565,USER9820,Kolkata,2024-07-08 05:07:57,3823.98,Google Pay,Bill Payment,Web,0
TXN102566,USER5340,Lucknow,2024-07-27 09:52:55,2.18,Paytm,P2M,Web,0
TXN102567,USER8572,Chennai,2024-01-01 05:22:39,3534.47,Paytm,Recharge,Web,0
TXN102568,USER3567,Jaipur,2024-10-01 10:22:35,825.41,Google Pay,P2M,Android,0
TXN102569,USER8203,Mumbai,2024-11-06 13:22:51,2242.94,Google Pay,Recharge,Web,0
TXN102570,USER4613,Jaipur,2024-02-08 14:30:36,188.55,BHIM,Bill Payment,Android,0
TXN102571,USER3415,Delhi,2024-09-03 14:51:34,4031.64,Amazon Pay,Bill Payment,Web,0
TXN102572,USER5029,Bangalore,2024-08-29 03:18:05,318.85,PhonePe,P2P,Android,0
TXN102573,USER2317,Delhi,2024-07-07 01:13:03,445.61,PhonePe,P2P,Web,1
TXN102574,USER5145,Pune,2024-07-25 08:35:32,1289.07,PhonePe,P2P,Web,0
TXN102575,USER2790,Chennai,2024-05-16 00:48:48,738.63,PhonePe,P2P,iOS,0
TXN102576,USER8681,Bangalore,2024-05-11 07:29:17,440.47,BHIM,Bill Payment,Android,0
TXN102577,USER6311,Lucknow,2024-05-21 17:32:03,700.82,Google Pay,Bill Payment,Android,0
TXN102578,USER1987,Jaipur,2024-07-09 18:45:01,140.69,Amazon Pay,P2M,Web,0
TXN102579,USER1868,Delhi,2024-01-16 13:58:01,307.6,Google Pay,P2P,Web,0
TXN102580,USER6154,Pune,2024-04-22 05:05:18,280.02,Google Pay,P2P,Web,0
TXN102581,USER2639,Ahmedabad,2024-11-17 07:12:48,1730.59,PhonePe,P2M,Web,0
TXN102582,USER6480,Hyderabad,2024-08-20 17:21:37,2019.12,Paytm,Recharge,iOS,0
TXN102583,USER4600,Kolkata,2024-03-18 22:23:09,56.04,Amazon Pay,Recharge,Android,0
TXN102584,USER7255,Bangalore,2024-11-12 16:27:12,359.86,Amazon Pay,Recharge,iOS,0
TXN102585,USER8518,Hyderabad,2024-06-03 05:37:19,1016.8,Paytm,P2P,Android,0
